xs,ys,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33
281,-305.733333,0.004,0,0.036,0,0,0,0,0.201,0,0,0,0.043,0.002,0,0,0,0.121,0.012,0,0,0.021,0.002,0.001,0,0.017,0,0,0.068,0,0.039,0.028,0.003,0.009
282.392857,-304.883929,0.002,0,0.027,0,0,0,0,0.203,0,0,0,0.044,0.004,0,0,0,0.126,0.015,0,0,0.017,0.001,0,0,0.008,0.002,0,0.064,0,0.033,0.035,0.006,0.009
283.769231,-302.901099,0.001,0,0.041,0,0,0,0,0.218,0,0,0,0.042,0.001,0,0,0,0.126,0.012,0,0,0.013,0.001,0,0.002,0.009,0,0,0.071,0,0.031,0.029,0.005,0.009
284,-297.972727,0.011,0,0.044,0,0,0,0,0.22,0,0,0,0.049,0.004,0,0,0,0.137,0.019,0,0,0.01,0,0,0.001,0.006,0,0,0.073,0,0.034,0.031,0.009,0.006
284,-291.793478,0.008,0,0.042,0,0,0,0,0.222,0,0,0,0.051,0.001,0,0,0,0.143,0.016,0,0,0.014,0.001,0,0.002,0.004,0,0,0.074,0,0.037,0.029,0.004,0.009
281.055556,-286.759259,0.006,0,0.023,0,0,0,0,0.248,0,0,0,0.037,0.004,0,0,0,0.162,0.02,0,0,0.018,0.001,0.001,0,0.004,0.001,0,0.089,0,0.041,0.021,0.004,0.006
279,-281.451613,0.007,0,0.031,0,0,0,0,0.234,0,0,0,0.046,0.002,0,0,0,0.193,0.03,0,0,0.012,0,0,0,0.004,0,0,0.081,0,0.026,0.012,0.006,0.005
276.190909,-278.490909,0.008,0,0.028,0,0,0,0,0.22,0,0,0,0.041,0.003,0,0,0,0.184,0.018,0,0,0.006,0.002,0.001,0,0.006,0.001,0,0.099,0,0.028,0.007,0.004,0.004
272.462366,-272.096774,0.009,0,0.03,0,0,0,0,0.237,0,0,0,0.04,0.002,0,0,0,0.166,0.019,0,0,0.011,0,0,0,0.004,0,0,0.09,0,0.027,0.012,0.007,0.009
271,-266.271028,0.007,0,0.024,0,0,0,0,0.247,0,0,0,0.041,0.001,0,0,0,0.169,0.023,0,0,0.019,0,0.001,0,0.005,0,0,0.08,0,0.021,0.012,0.008,0.003
271,-256.282609,0.006,0,0.033,0,0,0,0,0.256,0,0,0,0.035,0.001,0,0,0,0.19,0.026,0,0,0.008,0.001,0,0.001,0.004,0,0,0.095,0,0.029,0.008,0.005,0.003
275.577982,-239.045872,0.006,0,0.024,0,0,0,0,0.26,0,0,0,0.044,0.001,0,0,0,0.204,0.027,0,0,0.004,0.001,0,0,0.002,0,0,0.092,0,0.034,0.005,0.002,0.001
284.163043,-215.576087,0.006,0,0.022,0,0,0,0,0.237,0,0,0,0.037,0,0,0,0,0.189,0.026,0,0,0.01,0,0,0,0.003,0,0,0.085,0,0.039,0.017,0.003,0.003
297.851852,-185.166667,0.007,0,0.026,0,0,0,0,0.215,0,0,0,0.04,0,0,0,0,0.153,0.01,0,0,0.013,0,0,0,0.007,0,0,0.069,0,0.028,0.019,0.003,0.001
315.033708,-148.123596,0.001,0,0.017,0,0,0,0,0.181,0,0,0,0.04,0,0,0,0,0.114,0.003,0,0,0.029,0,0,0,0.014,0,0,0.059,0,0.038,0.012,0,0.003
334.953271,-104.915888,0.001,0,0.019,0,0,0,0,0.213,0,0,0,0.03,0,0,0,0,0.129,0.001,0,0,0.023,0,0,0,0.019,0,0,0.078,0,0.025,0.023,0.002,0.001
358.714286,-58.78022,0.001,0,0,0,0,0,0,0.176,0,0,0,0.025,0,0,0,0,0.104,0.004,0,0,0.008,0,0,0,0.016,0,0,0.049,0,0.034,0.021,0,0
384.133333,-10.638095,0,0,0.001,0,0,0,0,0.15,0,0,0,0.029,0.003,0,0,0,0.085,0.004,0,0,0.022,0,0,0,0.01,0,0,0.048,0,0.045,0.015,0,0
407.703297,36.791209,0.005,0,0.005,0,0,0,0,0.199,0,0,0,0.017,0.001,0,0,0,0.18,0.003,0,0,0.023,0,0,0.001,0.015,0,0,0.076,0,0.021,0.021,0,0
429.607477,85.280374,0.001,0,0.01,0,0,0,0,0.298,0,0,0,0.035,0.002,0,0,0,0.252,0.011,0,0,0.025,0,0,0.001,0.014,0,0,0.15,0,0.03,0.023,0.004,0
449.456522,131.141304,0.001,0,0.036,0,0,0,0,0.359,0,0,0,0.071,0.001,0,0,0,0.164,0.021,0,0,0.026,0.001,0,0,0.034,0,0,0.098,0,0.055,0.04,0.008,0
468.449541,174.330275,0.002,0,0.059,0,0,0,0,0.267,0,0,0,0.096,0.001,0,0,0,0.083,0.013,0,0,0.058,0.002,0,0,0.049,0,0,0.034,0,0.109,0.075,0.019,0.003
485.806452,215.043011,0.001,0,0.034,0,0,0,0,0.213,0,0,0,0.045,0.003,0,0,0,0.066,0.006,0,0,0.022,0,0,0,0.02,0,0,0.04,0,0.036,0.025,0.006,0
500.436364,249.636364,0,0,0.028,0,0,0,0,0.153,0,0,0,0.039,0,0,0,0,0.058,0.01,0,0,0.026,0.001,0.001,0,0.017,0,0,0.046,0,0.032,0.025,0.006,0.002
514.042553,283.638298,0.001,0,0.02,0,0,0,0,0.176,0,0,0,0.042,0.001,0,0,0,0.085,0.011,0,0,0.014,0,0.001,0.001,0.009,0,0,0.038,0,0.039,0.031,0.003,0.003
524.790909,309.390909,0.007,0,0.024,0,0,0,0,0.237,0,0,0,0.046,0.002,0,0,0,0.107,0.024,0,0,0.016,0.001,0,0.001,0.008,0.001,0,0.075,0,0.049,0.032,0.006,0.01
533.958763,329.793814,0.007,0,0.019,0,0,0,0,0.255,0,0,0,0.021,0,0,0,0,0.158,0.017,0,0,0.014,0.001,0,0,0.002,0.002,0,0.081,0,0.042,0.032,0.002,0.01
540.453704,346.018519,0.009,0,0.015,0,0,0,0,0.259,0,0,0,0.026,0,0,0,0,0.142,0.015,0,0,0.001,0,0,0,0.002,0.001,0,0.12,0,0.033,0.021,0.004,0.014
545.479167,359.25,0.021,0,0.013,0,0,0,0,0.288,0,0,0,0.034,0.001,0,0,0,0.148,0.01,0,0,0.008,0.001,0.001,0,0.001,0,0,0.121,0,0.026,0.033,0.005,0.01
547,366.072727,0.028,0,0.007,0,0,0,0,0.272,0,0,0,0.031,0,0,0,0,0.167,0.014,0,0,0.003,0,0,0.001,0.002,0.003,0,0.105,0,0.022,0.021,0.006,0.007
548.705263,370.873684,0.028,0,0.008,0,0,0,0,0.251,0,0,0,0.029,0,0,0,0,0.188,0.009,0,0,0.003,0,0,0,0,0.002,0,0.128,0,0.021,0.012,0.001,0.007
549.481818,371,0.022,0,0.002,0,0,0,0,0.255,0,0,0,0.018,0.001,0,0,0,0.179,0.009,0,0,0.001,0,0.002,0,0.002,0.005,0,0.15,0,0.013,0.021,0.003,0.012
547.126316,370.842105,0.028,0,0.009,0,0,0,0,0.27,0,0,0,0.017,0.001,0,0,0,0.174,0.006,0,0,0.002,0,0.001,0.002,0,0.001,0,0.131,0,0.019,0.018,0.001,0.014
543.87963,367.518519,0.022,0,0.015,0,0,0,0,0.284,0,0,0,0.025,0,0,0,0,0.168,0.004,0,0,0.001,0,0,0.001,0.003,0.002,0,0.134,0,0.02,0.013,0.003,0.014
539.773196,362.907216,0.021,0,0.014,0,0,0,0,0.278,0,0,0,0.022,0.003,0,0,0,0.173,0.008,0,0,0.002,0,0.004,0,0,0.008,0,0.129,0,0.021,0.021,0.004,0.014
535.917431,357.174312,0.017,0,0.011,0,0,0,0,0.281,0,0,0,0.031,0,0,0,0,0.169,0.01,0,0,0.006,0,0.002,0,0.002,0.003,0,0.133,0,0.027,0.015,0.001,0.009
529.618557,349.56701,0.018,0,0.01,0,0,0,0,0.27,0,0,0,0.03,0.001,0,0,0,0.167,0.009,0,0,0.008,0,0.002,0.001,0.004,0.001,0,0.115,0,0.038,0.026,0.001,0.012
524.472222,341.574074,0.032,0,0.02,0,0,0,0,0.296,0,0,0,0.03,0.002,0,0,0,0.178,0.01,0,0,0.007,0,0.005,0,0.003,0,0,0.118,0,0.036,0.02,0.002,0.022
518.765306,334.632653,0.028,0,0.024,0,0,0,0,0.298,0,0,0,0.032,0.002,0,0,0,0.168,0.013,0,0,0.01,0,0.001,0,0.002,0.004,0,0.104,0,0.042,0.031,0.005,0.017
513.407407,328.407407,0.027,0,0.022,0,0,0,0,0.292,0,0,0,0.034,0.002,0,0,0,0.176,0.018,0,0,0.012,0,0.004,0.001,0.005,0.003,0,0.106,0,0.037,0.027,0.005,0.02
507,321.071429,0.033,0,0.032,0,0,0,0,0.301,0,0,0,0.038,0.002,0,0,0,0.158,0.016,0,0,0.018,0,0.005,0.003,0.001,0.006,0,0.106,0,0.045,0.029,0.005,0.01
496.666667,313.990741,0.022,0,0.021,0,0,0,0,0.306,0,0,0,0.036,0,0,0,0,0.166,0.012,0,0,0.019,0,0.001,0.001,0.013,0.001,0,0.112,0,0.047,0.034,0.005,0.021
482.757576,310,0.024,0,0.023,0,0,0,0,0.28,0,0,0,0.039,0.003,0,0,0,0.155,0.018,0,0,0.017,0.001,0.002,0.001,0.01,0.001,0,0.097,0,0.039,0.034,0.007,0.013
466.138889,305.212963,0.022,0,0.025,0,0,0,0,0.26,0,0,0,0.03,0.005,0,0,0,0.16,0.024,0,0,0.013,0,0.002,0.002,0.005,0.005,0,0.106,0,0.054,0.034,0.011,0.022
446.474747,302,0.024,0,0.035,0,0,0,0,0.28,0,0,0,0.046,0.003,0,0,0,0.156,0.01,0,0,0.012,0,0,0.001,0.008,0.004,0,0.095,0,0.034,0.033,0.004,0.02
424.627273,298.427273,0.021,0,0.034,0,0,0,0,0.238,0,0,0,0.048,0.005,0,0,0,0.174,0.02,0,0.001,0.024,0.001,0.002,0,0.005,0.002,0,0.081,0,0.062,0.026,0.006,0.019
400.191919,296,0.021,0,0.036,0,0,0,0,0.276,0,0,0,0.055,0.003,0,0,0,0.151,0.023,0,0,0.019,0.001,0.002,0.003,0.005,0.001,0,0.092,0,0.053,0.02,0.01,0.034
376.183486,292.87156,0.009,0,0.033,0,0,0,0,0.29,0,0,0,0.052,0.004,0,0,0,0.157,0.018,0,0,0.021,0,0.001,0.001,0.005,0,0,0.08,0,0.049,0.036,0.01,0.022
351.069307,290.148515,0.012,0,0.034,0,0,0,0,0.269,0,0,0,0.06,0.007,0,0,0,0.2,0.02,0,0,0.013,0,0,0.003,0.005,0.002,0,0.104,0,0.055,0.047,0.005,0.026
328.688679,285.858491,0.004,0,0.046,0,0,0,0,0.29,0,0,0,0.074,0.003,0,0,0,0.16,0.017,0,0,0.016,0,0.002,0.004,0.007,0.001,0,0.111,0,0.063,0.05,0.009,0.013
305.666667,281.404762,0.008,0,0.037,0,0,0,0,0.31,0,0,0,0.068,0.004,0,0,0,0.171,0.018,0,0,0.027,0,0.003,0,0.005,0,0,0.107,0,0.069,0.053,0.01,0.025
282.118644,275.042373,0.008,0,0.041,0,0,0,0,0.31,0,0,0,0.08,0.003,0,0,0,0.175,0.024,0,0,0.015,0.001,0.001,0.001,0.011,0.001,0,0.087,0,0.091,0.068,0.01,0.02
259.973451,268.362832,0.005,0,0.035,0,0,0,0,0.339,0,0,0,0.085,0.002,0,0,0,0.167,0.028,0,0,0.018,0,0.005,0,0.009,0.001,0,0.089,0,0.078,0.062,0.012,0.013
243.261905,264.071429,0.006,0,0.037,0,0,0,0,0.323,0,0,0,0.08,0,0,0,0,0.148,0.022,0,0,0.029,0.002,0.002,0.002,0.015,0.001,0,0.075,0,0.086,0.079,0.017,0.017
232.861789,261.073171,0.008,0,0.057,0,0,0,0,0.36,0,0,0,0.06,0.004,0,0,0,0.149,0.022,0,0,0.028,0,0.003,0.003,0.011,0,0,0.082,0,0.091,0.052,0.012,0.011
217.768293,253.987805,0.005,0,0.049,0,0,0,0,0.299,0,0,0,0.071,0.004,0,0,0,0.166,0.024,0,0,0.032,0,0,0.001,0.023,0.001,0,0.092,0,0.073,0.058,0.014,0.019
209.520325,250.357724,0.006,0,0.051,0,0,0,0,0.308,0,0,0,0.083,0.004,0,0,0,0.145,0.019,0,0,0.022,0.003,0,0.005,0.027,0.004,0,0.082,0,0.07,0.063,0.017,0.019
200.337209,248,0.011,0,0.081,0,0,0,0,0.285,0,0,0,0.088,0.01,0,0,0,0.127,0.016,0,0.001,0.032,0.003,0.002,0.004,0.024,0,0,0.086,0,0.073,0.065,0.018,0.012
196.04065,243.95935,0.015,0,0.065,0,0,0,0,0.317,0,0,0,0.067,0.01,0,0,0,0.136,0.016,0,0,0.031,0.003,0.003,0.002,0.023,0.001,0,0.065,0,0.067,0.071,0.021,0.021
194,241.517241,0.011,0,0.068,0,0,0,0,0.305,0,0,0,0.067,0.008,0,0,0,0.125,0.02,0,0,0.049,0,0.001,0.004,0.034,0,0,0.079,0,0.067,0.065,0.015,0.017
194,239.45,0.013,0,0.084,0,0,0,0,0.297,0,0,0,0.075,0.004,0,0,0,0.133,0.021,0,0,0.043,0.004,0.002,0.004,0.037,0.002,0,0.08,0,0.077,0.048,0.017,0.019
194,238,0.012,0,0.085,0,0,0,0,0.28,0,0,0,0.094,0.007,0,0,0,0.128,0.017,0,0.001,0.043,0.007,0.003,0.005,0.03,0.002,0,0.092,0,0.056,0.053,0.014,0.017
194,238,0.01,0,0.074,0,0,0,0,0.287,0,0,0,0.095,0.008,0,0,0,0.124,0.012,0,0,0.046,0.004,0.001,0.003,0.041,0.001,0,0.075,0,0.061,0.058,0.024,0.02
195.348315,236.617978,0.008,0,0.081,0,0,0,0,0.325,0,0,0,0.074,0.003,0,0,0,0.132,0.009,0,0,0.055,0.004,0.002,0.004,0.033,0.002,0,0.065,0,0.064,0.053,0.019,0.021
200.560976,235,0.009,0,0.064,0,0,0,0,0.32,0,0,0,0.072,0.008,0,0,0,0.152,0.017,0,0,0.054,0,0.002,0.006,0.024,0,0,0.067,0,0.062,0.053,0.014,0.017
204.318182,235,0.009,0,0.069,0,0,0,0,0.338,0,0,0,0.071,0.008,0,0,0,0.148,0.025,0,0,0.047,0.002,0.001,0.002,0.019,0,0,0.068,0,0.067,0.051,0.015,0.019
208.183333,236.775,0.009,0,0.077,0,0,0,0,0.345,0,0,0,0.079,0.006,0,0,0,0.12,0.019,0,0,0.049,0.005,0.001,0.001,0.018,0,0,0.075,0,0.069,0.049,0.016,0.025
211.045455,238,0.014,0,0.074,0,0,0,0,0.323,0,0,0,0.078,0.011,0,0,0,0.142,0.018,0,0,0.038,0,0.003,0.006,0.017,0.002,0,0.08,0,0.072,0.054,0.012,0.013
216.841667,239.766667,0.005,0,0.056,0,0,0,0,0.352,0,0,0,0.066,0.006,0,0,0,0.153,0.015,0,0,0.03,0,0.001,0.005,0.025,0.001,0,0.085,0,0.077,0.051,0.014,0.015
220,240,0.007,0,0.052,0,0,0,0,0.35,0,0,0,0.074,0.007,0,0,0,0.159,0.016,0,0,0.027,0.002,0.001,0.003,0.015,0.001,0,0.092,0,0.075,0.047,0.013,0.017
218.830508,239.09322,0.007,0,0.043,0,0,0,0,0.346,0,0,0,0.071,0.005,0,0,0,0.153,0.026,0,0,0.031,0.002,0.003,0.002,0.011,0.002,0,0.096,0,0.067,0.065,0.012,0.013
214.811111,233.377778,0.008,0,0.045,0,0,0,0,0.362,0,0,0,0.068,0.005,0,0,0,0.164,0.027,0,0,0.023,0,0.001,0.002,0.012,0.001,0,0.104,0,0.066,0.06,0.011,0.013
202.566667,222.125,0.004,0,0.053,0,0,0,0,0.354,0,0,0,0.08,0.005,0,0,0,0.158,0.015,0,0,0.022,0,0,0.004,0.012,0,0,0.084,0,0.07,0.059,0.014,0.015
187.483146,204.438202,0.004,0,0.077,0,0,0,0,0.358,0,0,0,0.089,0.006,0,0,0,0.151,0.013,0,0,0.025,0.001,0,0,0.013,0,0,0.085,0,0.069,0.032,0.01,0.013
172.5,190.5,0.002,0,0.069,0,0,0,0,0.342,0,0,0,0.068,0.005,0,0,0,0.133,0.019,0,0,0.041,0,0,0.003,0.02,0.001,0,0.091,0,0.064,0.038,0.022,0.005
155.177778,171.366667,0.003,0,0.073,0,0,0,0,0.291,0,0,0,0.063,0.007,0,0,0,0.121,0.022,0,0,0.047,0.002,0.001,0.009,0.036,0,0,0.078,0,0.063,0.046,0.017,0.013
127.859649,141.526316,0.002,0,0.116,0,0,0,0,0.239,0,0,0,0.073,0.005,0,0,0,0.088,0.01,0,0,0.071,0.002,0.001,0.005,0.036,0.001,0,0.057,0,0.044,0.05,0.015,0.012
110.422222,122.822222,0.001,0,0.086,0,0,0,0,0.248,0,0,0,0.061,0.007,0,0,0,0.08,0.015,0,0,0.058,0.002,0.001,0.002,0.055,0.001,0,0.055,0,0.073,0.06,0.018,0.009
87.82906,98.264957,0.004,0,0.085,0,0,0,0,0.243,0,0,0,0.057,0.009,0,0,0,0.096,0.018,0,0,0.074,0.001,0,0.006,0.059,0,0,0.048,0,0.053,0.059,0.022,0.012
63.629213,71.05618,0.005,0,0.086,0,0,0,0,0.288,0,0,0,0.056,0.014,0,0,0,0.093,0.012,0,0,0.057,0.005,0,0.004,0.046,0,0,0.047,0,0.066,0.054,0.027,0.011
47.226087,52.226087,0.005,0,0.1,0,0,0,0,0.287,0,0,0,0.071,0.02,0,0,0,0.106,0.012,0,0,0.068,0.002,0,0.005,0.048,0.001,0,0.064,0,0.054,0.046,0.014,0.008
28.978022,30.142857,0.001,0,0.113,0,0,0,0,0.255,0,0,0,0.076,0.015,0,0,0,0.087,0.01,0,0.001,0.069,0.002,0,0.004,0.05,0.002,0,0.058,0,0.058,0.054,0.018,0.012
18.286957,18.608696,0.002,0,0.115,0,0,0,0,0.247,0,0,0,0.064,0.011,0,0,0,0.068,0.016,0,0,0.097,0,0.002,0.004,0.072,0,0,0.048,0,0.059,0.042,0.02,0.015
3.064516,0.548387,0.008,0,0.109,0,0,0,0,0.251,0,0,0,0.072,0.013,0,0,0,0.078,0.013,0,0,0.084,0,0,0.002,0.052,0.002,0,0.053,0,0.057,0.044,0.022,0.012
-10.434783,-13.826087,0.005,0,0.12,0,0,0,0,0.221,0,0,0,0.062,0.02,0,0,0,0.09,0.012,0,0,0.071,0.002,0.001,0.006,0.057,0,0,0.058,0,0.063,0.035,0.029,0.015
-20.389474,-23.494737,0.005,0,0.106,0,0,0,0,0.236,0,0,0,0.082,0.022,0,0,0,0.086,0.018,0,0,0.075,0.004,0.002,0.014,0.051,0,0,0.045,0,0.081,0.04,0.017,0.012
-26.646018,-30.513274,0.005,0,0.097,0,0,0,0,0.26,0,0,0,0.069,0.018,0,0,0,0.085,0.009,0,0,0.066,0.001,0,0.004,0.055,0.001,0,0.051,0,0.062,0.048,0.026,0.021
-34.178947,-34.852632,0.01,0,0.094,0,0,0,0,0.27,0,0,0,0.072,0.02,0,0,0,0.112,0.016,0,0,0.055,0.006,0.001,0.005,0.059,0,0,0.04,0,0.066,0.046,0.022,0.011
-36.4,-35.872727,0.009,0,0.107,0,0,0,0,0.261,0,0,0,0.068,0.017,0,0,0,0.097,0.018,0,0,0.067,0,0.003,0.005,0.066,0.002,0,0.043,0,0.068,0.037,0.022,0.026
-40,-38,0.01,0,0.106,0,0,0,0,0.271,0,0,0,0.074,0.018,0,0,0,0.112,0.011,0,0,0.065,0.003,0.001,0.001,0.048,0.005,0,0.046,0,0.058,0.048,0.013,0.019
-42.135135,-35.864865,0.006,0,0.108,0,0,0,0,0.277,0,0,0,0.077,0.015,0,0,0,0.108,0.013,0,0,0.058,0.004,0.003,0.003,0.048,0,0,0.035,0,0.069,0.055,0.017,0.019
-43,-33.916667,0.012,0,0.108,0,0,0,0,0.275,0,0,0,0.074,0.008,0,0,0,0.095,0.015,0,0,0.066,0.003,0.003,0.004,0.054,0.003,0,0.037,0,0.06,0.046,0.017,0.025
-42.864865,-30.324324,0.01,0,0.127,0,0,0,0,0.28,0,0,0,0.073,0.018,0,0,0,0.086,0.01,0,0,0.056,0.003,0.003,0.006,0.054,0,0,0.046,0,0.058,0.036,0.023,0.022
-42.443299,-28.618557,0.011,0,0.115,0,0,0,0,0.277,0,0,0,0.072,0.016,0,0,0,0.105,0.015,0,0,0.065,0.004,0.002,0.008,0.064,0.002,0,0.037,0,0.052,0.036,0.016,0.017
-41.754386,-25.938596,0.009,0,0.099,0,0,0,0,0.272,0,0,0,0.074,0.013,0,0,0,0.089,0.015,0,0.001,0.063,0.003,0.003,0.002,0.048,0.002,0,0.041,0,0.056,0.042,0.023,0.033
-38,-17.742268,0.008,0,0.115,0,0,0,0,0.26,0,0,0,0.069,0.015,0,0,0,0.09,0.019,0,0,0.059,0.004,0.002,0.011,0.049,0.003,0,0.034,0,0.058,0.05,0.014,0.023
-36.714286,-16.142857,0.005,0,0.137,0,0,0,0,0.244,0,0,0,0.072,0.015,0,0,0,0.075,0.012,0,0,0.061,0.008,0.002,0.003,0.051,0.004,0,0.028,0,0.067,0.042,0.03,0.027
-35,-13.625,0.006,0,0.137,0,0,0,0,0.242,0,0,0,0.071,0.024,0,0,0,0.089,0.008,0,0,0.072,0.006,0.002,0.006,0.048,0,0,0.034,0,0.055,0.035,0.021,0.017
-31.330357,-10.053571,0.001,0,0.122,0,0,0,0,0.223,0,0,0,0.069,0.014,0,0,0,0.081,0.009,0,0,0.074,0.006,0.003,0.012,0.057,0.002,0,0.034,0,0.048,0.045,0.03,0.026
-25.061224,-7,0.009,0,0.118,0,0,0,0,0.221,0,0,0,0.086,0.024,0,0,0,0.08,0.011,0,0.001,0.062,0.009,0.001,0.006,0.053,0.001,0,0.032,0,0.069,0.041,0.014,0.024
-21.636364,-7,0.008,0,0.122,0,0,0,0,0.235,0,0,0,0.068,0.028,0,0,0,0.067,0.012,0,0,0.065,0.007,0.001,0.005,0.069,0.001,0,0.029,0,0.068,0.039,0.025,0.031
-18.175258,-6.030928,0.007,0,0.113,0,0,0,0,0.246,0,0,0,0.068,0.021,0,0,0,0.076,0.011,0,0,0.073,0.006,0.001,0.006,0.055,0,0,0.032,0,0.055,0.045,0.025,0.027
-14.378378,-5,0.007,0,0.112,0,0,0,0,0.249,0,0,0,0.065,0.021,0,0,0,0.098,0.013,0,0,0.082,0.006,0,0.005,0.06,0,0,0.031,0,0.046,0.035,0.031,0.015
-10.795918,-5,0.01,0,0.109,0,0,0,0,0.249,0,0,0,0.064,0.018,0,0,0,0.091,0.014,0,0,0.077,0.008,0.001,0.004,0.06,0.003,0,0.028,0,0.047,0.041,0.032,0.02
-8.526316,-5,0.007,0,0.11,0,0,0,0,0.257,0,0,0,0.072,0.018,0,0,0,0.082,0.006,0,0,0.067,0.001,0.001,0.008,0.06,0.003,0,0.034,0,0.055,0.049,0.025,0.031
-6.835052,-5,0.005,0,0.105,0,0,0,0,0.256,0,0,0,0.059,0.011,0,0,0,0.084,0.016,0,0,0.073,0.003,0.005,0.008,0.061,0.001,0,0.039,0,0.054,0.049,0.029,0.026
-5,-6.892857,0.006,0,0.107,0,0,0,0,0.261,0,0,0,0.061,0.025,0,0,0,0.071,0.013,0,0,0.093,0.001,0.001,0.006,0.054,0.003,0,0.046,0,0.046,0.041,0.022,0.028
-1.204082,-7,0.008,0,0.112,0,0,0,0,0.246,0,0,0,0.068,0.024,0,0,0,0.072,0.02,0,0,0.063,0.005,0.002,0.011,0.047,0.003,0,0.051,0,0.047,0.045,0.026,0.025
1.135135,-5.864865,0.008,0,0.119,0,0,0,0,0.24,0,0,0,0.065,0.022,0,0,0,0.08,0.013,0,0,0.069,0.004,0,0.008,0.052,0.001,0,0.056,0,0.054,0.047,0.023,0.029
2,-5,0.006,0,0.123,0,0,0,0,0.247,0,0,0,0.067,0.017,0,0,0,0.102,0.014,0,0,0.06,0.004,0.002,0.01,0.057,0,0,0.047,0,0.048,0.045,0.022,0.03
4.169643,-5,0.008,0,0.1,0,0,0,0,0.244,0,0,0,0.069,0.016,0,0,0,0.099,0.019,0,0,0.064,0.004,0.003,0.007,0.047,0.002,0,0.057,0,0.052,0.041,0.027,0.025
5.969697,-6.494949,0.01,0,0.116,0,0,0,0,0.253,0,0,0,0.068,0.017,0,0,0,0.108,0.006,0,0,0.066,0.005,0.003,0.007,0.039,0.001,0,0.045,0,0.057,0.048,0.033,0.014
7,-7,0.006,0,0.125,0,0,0,0,0.257,0,0,0,0.064,0.022,0,0,0,0.1,0.02,0,0,0.072,0.006,0.001,0.005,0.051,0.003,0,0.054,0,0.054,0.026,0.022,0.016
7,-7,0.012,0,0.11,0,0,0,0,0.249,0,0,0,0.053,0.021,0,0,0,0.09,0.016,0,0,0.065,0.003,0.001,0.007,0.05,0.001,0,0.063,0,0.05,0.042,0.023,0.014
